Title	EN	DE	DE sentence_id
Lit_EmperorClothes	‘A fine sort of clothes to have,’ the emperor thought; ‘by wearing them I could find out which men in my empire were unfit for the office they hold and I would be able to distinguish between clever and stupid people! Yes, that cloth must be woven for me at once!’ and he gave the two swindlers a great deal of money in advance to begin their work.	,Das wären ja prächtige Kleider', dachte der Kaiser; wenn ich solche hätte, könnte ich ja dahinterkommen, welche Männer in meinem Reiche zu dem Amte, das sie haben, nicht taugen, ich könnte die Klugen von den Dummen unterscheiden! Ja, das Zeug muß sogleich für mich gewebt werden!' Er gab den beiden Betrügern viel Handgeld, damit sie ihre Arbeit beginnen sollten.	5
Lit_EmperorClothes	They set up two looms and pretended to be working, but they hadn’t anything at all on them. Without more ado, they demanded the finest silk, and the most magnificent gold – this they kept for themselves and they worked away at the empty looms until late at night.	Sie stellten auch zwei Webstühle auf, taten, als ob sie arbeiteten, aber sie hatten nicht das geringste auf dem Stuhle. Trotzdem verlangten sie die feinste Seide und das prächtigste Gold, das steckten sie aber in ihre eigene Tasche und arbeiteten an den leeren Stühlen bis spät in die Nacht hinein.	6
Lit_EmperorClothes	‘I wonder how they’re getting on with the cloth!’ the emperor thought to himself, but he had a distinctly uneasy feeling when he recalled that anyone who was stupid or unfit for his office wouldn’t be able to see it – he didn’t think that he really needed to worry about himself, but he decided even so to send someone first to see how things were progressing. Everyone in the whole city knew what a strange power the cloth had, and everyone was eager to find out how incompetent or stupid his neighbour was.	,Nun möchte ich doch wissen, wie weit sie mit dem Zeuge sind!' dachte der Kaiser, aber es war ihm beklommen zumute, wenn er daran dachte, daß keiner, der dumm sei oder schlecht zu seinem Amte tauge, es sehen könne. Er glaubte zwar, daß er für sich selbst nichts zu fürchten brauche, aber er wollte doch erst einen andern senden, um zu sehen, wie es damit stehe. Alle Menschen in der ganzen Stadt wußten, welche besondere Kraft das Zeug habe, und alle waren begierig zu sehen, wie schlecht oder dumm ihr Nachbar sei.	10
Lit_EmperorClothes	‘I’ll send my honest old minister to the weavers!’ the emperor thought, ‘he’s best able to see what the cloth looks like, for he’s an intelligent man, and no one attends to his office better than he does!’	,Ich will meinen alten, ehrlichen Minister zu den Webern senden', dachte der Kaiser, er kann am besten beurteilen, wie der Stoff sich ausnimmt, denn er hat Verstand, und keiner versieht sein Amt besser als er!'	10
Lit_EmperorClothes	Now the worthy old minister entered the room where the two swindlers were working at the empty looms. ‘Good gracious me!’ the old minister thought, opening his eyes wide: ‘I can’t see anything!’ But he didn’t say that.	Nun ging der alte, gute Minister in den Saal hinein, wo die zwei Betrüger saßen und an den leeren Webstühlen arbeiteten. ,Gott behüte uns!' dachte der alte Minister und riß die Augen auf. ,Ich kann ja nichts erblicken!' Aber das sagte er nicht.	11,12,13
Lit_EmperorClothes	Both swindlers asked him to be so kind as to step closer and asked him if he didn’t think it was a lovely pattern and delightful colours they were weaving. They pointed to the empty loom, and the poor minister’s eyes were as wide-open as ever, but he couldn’t see anything, for there wasn’t anything to see. ‘Good lord!’ he thought, ‘Am I stupid, perhaps! I’ve never believed so, and no one must ever know about it! Am I unfit for my office perhaps? No, it will never do for me to say that I can’t see the cloth!’	Beide Betrüger baten ihn näher zu treten und fragten, ob es nicht ein hübsches Muster und schöne Farben seien. Dann zeigten sie auf den leeren Stuhl, und der arme, alte Minister fuhr fort, die Augen aufzureißen, aber er konnte nichts sehen, denn es war nichts da. ,Herr Gott', dachte er, sollte ich dumm sein? Das habe ich nie geglaubt, und das darf kein Mensch wissen! Sollte ich nicht zu meinem Amte taugen? Nein, es geht nicht an, daß ich erzähle, ich könne das Zeug nicht sehen!'	14,15,16
Lit_EmperorClothes	‘Well, have you nothing to say about it?’ said the one who was weaving.	Nun, Sie sagen nichts dazu? fragte der eine von den Webern.	16
Lit_EmperorClothes	‘Oh, it’s splendid! Ever so delightful!’ the old minister said, peering through his glasses, ‘this pattern and those colours! Oh yes, I shall certainly tell the emperor it appeals to me exceedingly well!’	"Oh, es ist niedlich, ganz allerliebst! antwortete der alte Minister und sah durch seine Brille. ""Dieses Muster und diese Farben! – Ja, ich werde dem Kaiser sagen, daß es mir sehr gefällt!"""	16,17,18
Lit_EmperorClothes	‘A pleasure to hear it!’ both weavers said, and they now named the colours by name as well as the quite exceptional pattern. The old minister listened carefully, for he would have to be able to say the same when he got back to the emperor, and he did just that.	Nun, das freut uns! sagten beide Weber, und darauf benannten sie die Farben mit Namen und erklärten das seltsame Muster. Der alte Minister merkte gut auf, damit er dasselbe sagen könne, wenn er zum Kaiser zurückkomme, und das tat er auch.	19
Lit_EmperorClothes	Now the swindlers asked for more money, more silk and gold – they needed it for the weaving. They stuffed everything into their own pockets, not a single thread ended up on the loom, but they continued to weave on the empty loom as before.	Nun verlangten die Betrüger mehr Geld, mehr Seide und mehr Gold zum Weben. Sie steckten alles in ihre eigenen Taschen, auf den Webstuhl kam kein Faden, aber sie fuhren fort, wie bisher an den leeren Stühlen zu arbeiten.	20,21
Lit_EmperorClothes	After a short while, the emperor sent another worthy official to them to see how the weaving was coming along, and if the cloth would soon be ready. Exactly the same thing happened as with the former one: he looked and looked, but since there was nothing apart from the empty loom, he couldn’t see anything.	Der Kaiser sandte bald wieder einen anderen tüchtigen Staatsmann hin, um zu sehen, wie es mit dem Weben stehe und ob das Zeug bald fertig sei; es ging ihm aber gerade wie dem ersten, er guckte und guckte; weil aber außer dem Webstuhl nichts da war, so konnte er nichts sehen.	22
Lit_EmperorClothes	‘Yes, isn’t it an exquisite piece of cloth!’ both the swindlers said, and they showed and explained to him the delightful patterns that were not there at all.	Ist das nicht ein ganz besonders prächtiges und hübsches Stück Zeug? fragten die beiden Betrüger und zeigten und erklärten das prächtige Muster, das gar nicht da war.	23
Lit_EmperorClothes	‘I’m not stupid!’ the man thought, ‘so is it my office that I’m unfit for? That’s odd enough! But I mustn’t let anybody notice that!’ and he praised the cloth he couldn’t see, and assured them how pleased he was with the lovely colours and the wonderful pattern. ‘It’s simply ever so delightful!’ he said to the emperor.	",Dumm bin ich nicht', dachte der Mann; es ist also mein gutes Amt, zu dem ich nicht tauge! Das wäre seltsam genug, aber das muß man sich nicht merken lassen!' Daher lobte er das Zeug, das er nicht sah, und versicherte ihnen seine Freude über die schönen Farben und das herrliche Muster. ""Ja, es ist ganz allerliebst!"" sagte er zum Kaiser."	23,24,25
Lit_EmperorClothes	Everyone in the city talked about the magnificent cloth. Now the emperor wanted to see for himself while it was still on the loom. With a whole host of distinguished men, which included the two worthy officials who had been there before, he went to both of the cunning swindlers who were now weaving with all their might, but without a single thread.	Alle Menschen in der Stadt sprachen von dem prächtigen Zeuge. Nun wollte der Kaiser es selbst sehen, während es noch auf dem Webstuhl sei. Mit einer ganzen Schar auserwählter Männer, unter denen auch die beiden ehrlichen Staatsmänner waren, die schon früher dagewesen, ging er zu den beiden listigen Betrügern hin, die nun aus allen Kräften webten, aber ohne Faser oder Faden.	26,27,28
Lit_EmperorClothes	‘Yes, is it not magnifique!’ both the worthy officials said. ‘Perhaps His Majesty would look at what patterns, what colours we have here!’ and they pointed at the empty loom, for they believed that the others could surely see the cloth.	"Ja, ist das nicht prächtig? sagten die beiden ehrlichen Staatsmänner. ""Wollen Eure Majestät sehen, welches Muster, welche Farben?"" und dann zeigten sie auf den leeren Webstuhl, denn sie glaubten, daß die andern das Zeug wohl sehen könnten."	29,30
Lit_EmperorClothes	‘What’s all this?!’ the emperor thought, ‘I can’t see a thing! But this is terrible! Am I stupid? Am I unfit to be emperor? That would be the worst possible thing that could befall me!’ ‘Oh, it’s extremely beautiful!,’ the emperor said, ‘it has my highest approval!’ and he nodded contentedly and gazed at the empty loom – he didn’t want to say that he couldn’t see anything. The whole retinue he had with him looked and looked, but they got nothing more out of it than all the others, although they said, just like the emperor, ‘oh, it’s very beautiful!’ and they advised him to wear these wonderful new clothes for the first time at the great procession that was about to take place. ‘It’s magnifique! Exquisite, excellent!’ went from mouth to mouth, and everyone was extremely pleased about it. The emperor gave each of the swindlers a cross of the order of chivalry to hang in his buttonhole and the title of squire of the loom.	",Was!' dachte der Kaiser; ich sehe gar nichts! Das ist ja erschrecklich! Bin ich dumm? Tauge ich nicht dazu, Kaiser zu sein? Das wäre das Schrecklichste, was mir begegnen könnte.' ""Oh, es ist sehr hübsch"", sagte er; ""es hat meinen allerhöchsten Beifall!"" und er nickte zufrieden und betrachtete den leeren Webstuhl; er wollte nicht sagen, daß er nichts sehen könne. Das ganze Gefolge, was er mit sich hatte, sah und sah, aber es bekam nicht mehr heraus als alle die andern, aber sie sagten gleich wie der Kaiser: ""Oh, das ist hübsch!' und sie rieten ihm, diese neuen prächtigen Kleider das erste Mal bei dem großen Feste, das bevorstand, zu tragen. ""Es ist herrlich, niedlich, ausgezeichnet!"" ging es von Mund zu Mund, und man schien allerseits innig erfreut darüber. Der Kaiser verlieh jedem der Betrüger ein Ritterkreuz, um es in das Knopfloch zu hängen, und den Titel Hofweber."	31,32,33,34,35
Lit_EmperorClothes	The whole night before the morning of the procession the swindlers sat up and had more than sixteen candles lit. People could see they were busy getting the emperor’s new clothes finished. They pretended to take the cloth from the weave, they snipped in the air with large scissors, they sewed with sewing needles without thread and finally said: ‘Just look, now the clothes are ready!’	"Die ganze Nacht vor dem Morgen, an dem das Fest stattfinden sollte, waren die Betrüger auf und hatten sechzehn Lichte angezündet, damit man sie auch recht gut bei ihrer Arbeit beobachten konnte. Die Leute konnten sehen, daß sie stark beschäftigt waren, des Kaisers neue Kleider fertigzumachen. Sie taten, als ob sie das Zeug aus dem Webstuhl nähmen, sie schnitten in die Luft mit großen Scheren, sie nähten mit Nähnadeln ohne Faden und sagten zuletzt: ""Sieh, nun sind die Kleider fertig!"""	36,37,38
Lit_EmperorClothes	The emperor, with his gentlemen in waiting, came to see for himself and both the swindlers raised one arm in the air as if they were holding something and said: ‘Look, here are the trousers! Here is the dress coat! Here the cloak!’ and so on and so forth. ‘It’s as light as gossamer! One would almost think one was wearing nothing at all, but that of course is its special virtue!’	"Der Kaiser mit seinen vornehmsten Beamten kam selbst, und beide Betrüger hoben den einen Arm in die Höhe, gerade, als ob sie etwas hielten, und sagten: ""Seht, hier sind die Beinkleider, hier ist das Kleid, hier ist der Mantel!"" und so weiter. ""Es ist so leicht wie Spinnwebe; man sollte glauben, man habe nichts auf dem Körper, aber das ist gerade die Schönheit dabei!"""	2,3,9
Lit_EmperorClothes	‘Yes,’ all the gentlemen in waiting said, but they couldn’t see anything because there wasn’t anything to see.	Ja! sagten alle Beamten, aber sie konnten nichts sehen, denn es war nichts da.	39
Lit_EmperorClothes	‘If His Imperial Majesty would now be kind enough to remove His clothes, we will put on His new ones over here in front of the great mirror!’	"Belieben Eure Kaiserliche Majestät Ihre Kleider abzulegen, sagten die Betrüger, ""so wollen wir Ihnen die neuen hier vor dem großen Spiegel anziehen!"""	40
Lit_EmperorClothes	The emperor took off all his clothes, and the swindlers behaved as if they were putting on each item of the new clothes they said had been sewn, and the emperor turned this way and that in front of the mirror.	Der Kaiser legte seine Kleider ab, und die Betrüger stellten sich, als ob sie ihm ein jedes Stück der neuen Kleider anzogen, die fertig genäht sein sollten, und der Kaiser wendete und drehte sich vor dem Spiegel.	41
Lit_EmperorClothes	‘Good heavens, how well they suit Your Majesty! What a perfect fit they are!’ they all said. ‘What a pattern! What colours! It is a gorgeous costume!’	"Ei, wie gut sie kleiden, wie herrlich sie sitzen! sagten alle. ""Welches Muster, welche Farben! Das ist ein kostbarer Anzug!"" –"	42
Lit_EmperorClothes	‘They are standing outside with the royal canopy to be borne above Your Majesty in the procession,’ the head master of ceremonies said.	Draußen stehen sie mit dem Thronhimmel, der über Eurer Majestät getragen werden soll! meldete der Oberzeremonienmeister.	42
Lit_EmperorClothes	‘Yes, well, now I’m really dressed for it!’ the emperor said. ‘Don’t they sit well on me?’ and turned an extra time in front of the mirror! For now it was to seem as if he really was contemplating his finery.	"Seht, ich bin ja fertig! sagte der Kaiser. ""Sitzt es nicht gut?"" und dann wendete er sich nochmals zu dem Spiegel; denn es sollte scheinen, als ob er seine Kleider recht betrachte."	42,43,44
Lit_EmperorClothes	His chamberlains, who were to bear his train, groped along the floor with their hands, as if they were picking up the train, they walked forward holding the air, they didn’t dare let anyone notice that they couldn’t see anything.	Die Kammerherren, die das Recht hatten, die Schleppe zu tragen, griffen mit den Händen gegen den Fußboden, als ob sie die Schleppe aufhöben, sie gingen und taten, als hielten sie etwas in der Luft; sie wagten es nicht, es sich merken zu lassen, daß sie nichts sehen konnten.	45
Lit_EmperorClothes	Then the emperor walked in procession under the lovely canopy and everyone in the street and at the windows said: ‘Good heavens, how incomparable the emperor’s clothes are! What a delightful train his dress coat has! What a marvellous fit!’ No one wanted anyone to notice that he couldn’t see anything, for then he would have been unfit for his office, or have been very stupid. None of the emperor’s previous clothes had ever been such a success.	"So ging der Kaiser unter dem prächtigen Thronhimmel, und alle Menschen auf der Straße und in den Fenstern sprachen: ""Wie sind des Kaisers neue Kleider unvergleichlich! Welche Schleppe er am Kleide hat! Wie schön sie sitzt!"" Keiner wollte es sich merken lassen, daß er nichts sah; denn dann hätte er ja nicht zu seinem Amte getaugt oder wäre sehr dumm gewesen. Keine Kleider des Kaisers hatten solches Glück gemacht wie diese."	46,47
Lit_EmperorClothes	‘But he hasn’t got anything on!’ a small child said. ‘Good gracious, just listen to the innocent child,’ his father said; and each person whispered to the next one what the child had said.	"Aber er hat ja gar nichts an! sagte endlich ein kleines Kind. ""Hört die Stimme der Unschuld!"" sagte der Vater; und der eine zischelte dem andern zu, was das Kind gesagt hatte."	48,49
